,Title,Ingredients,Photo
336,Cookbook:Inarizushi (Stuffed Sushi),"['4 extra-large eggs', '2 teaspoons (8 ml ) sake', '1 teaspoon (4 ml) sugar', '⅛ teaspoon (½ ml) salt', '1 teaspoon (4 ml) cornstarch', '1 tablespoon (12 ml) cold water', 'Fresh sushi rice']",https://en.wikibooks.org/wiki/Special:FilePath/Kantofu_Inarizushi.jpg?width=1000
337,Cookbook:Indian Butter Chicken I,"['400–500 g of skinless, boneless chicken thighs or breasts (with the bone, this will probably be 800 g)', '50 g tandoori masala powder', '½ cup of unsweetened yoghurt', '1 small lemon or lime , juiced', '2 tablespoons of butter', '1 large onion , sliced finely', '¼ teaspoon of cinnamon (optional)', '2–3 cloves of crushed garlic', '2 teaspoons of grated ginger', '1 teaspoon of ground turmeric', '1 tablespoon of ground coriander', '2–3 teaspoons of chile powder', '100–200 g tomato paste', '100 g full cream']",https://en.wikibooks.org/wiki/Special:FilePath/Butter_Chicken_with_Naan.JPG?width=1000
338,Cookbook:Indian Hard Tack (Baati),"['1 pound (450 g ) wheat flour', '½ teaspoon salt', '3 tablespoons oil', 'Water', '1 ½ teaspoons ghee (for serving)']",https://en.wikibooks.org/wiki/Special:FilePath/Baati.jpg?width=1000
339,"Cookbook:Indian Mango, Chilli Powder, and Cumin Condiment (Chhundo)","['1 kg (2.25 lbs ) mangoes , deseeded', '2 tsp red chile powder', '2 tsp cumin powder', '25 g (4 tsp) salt', '2 tsp turmeric powder', '600 g (1.25 lbs ) sugar']",https://en.wikibooks.org/wiki/Special:FilePath/Chhundo.jpg?width=1000
340,User:Inductiveload/Sandbox2,"['6 firm under-ripe mangoes, cubed', '½ cup raisins', '1 cup cider vinegar', '1 cup light brown sugar, packed', '2 Tbs. garlic, finely chopped', '½ cup onions, finely chopped', '1½ Tbs. fresh ginger, scraped and finely chopped', '2 tsp. salt', '¼ tsp. cayenne pepper', '¼ tsp. freshly ground pepper', 'Dissolve the sugar and salt in the vinegar and boil for 15 minutes.', 'Add mangoes, raisins and onion and bring to the boil again.', 'Reduce the heat to low, simmer for 15 minutes, stirring constantly to prevent sticking.', 'Add the garlic, ginger and seasonings and simmer for 5 minutes.', 'Remove from heat and allow to cool before serving.', 'Due to the high sugar and acid content, this chutney may be refrigerated safely for 6 months.']",
341,Cookbook:Injera (Ethiopian Teff Flatbread),"['1 cup teff flour', '1½ cups warm but not hot water', '1 pinch of salt', 'Oil for frying', 'Fermentation starter (optional; see notes)']",https://en.wikibooks.org/wiki/Special:FilePath/Alicha_1.jpg?width=1000
342,Cookbook:Jahnun (Yemenite Layered Pastry),"['1 kg white wheat flour', '10 g baking powder (optional)', '2–3 tbsp white granulated sugar (or to taste)', '1 leveled tbsp salt', '2¼ cups of water', 'Canola oil', '200 g butter , soft margarine , or shortening', '10 hard-boiled eggs']",https://en.wikibooks.org/wiki/Special:FilePath/Jachnun.jpg?width=1000
343,Cookbook:Jalapeno Sausage and Bacon Appetizers (Atomic Buffalo Turds),"['Jalapeño peppers', 'Cream cheese', 'Cocktail sausages', 'Bacon slices']",https://en.wikibooks.org/wiki/Special:FilePath/ABT_Uncooked.jpg?width=1000
344,Cookbook:Jalebi (Fritters in Syrup),"['3 cups all-purpose flour', '¼ cup gram flour', '¼ teaspoon baking powder', '1½ cups water', '3 cups of vegetable oil/ghee for deep frying', '4 cups white granulated sugar', '3 cups water', '⅛ teaspoon cream of tartar', 'Red and yellow food colorings', '1 teaspoon rosewater']",https://en.wikibooks.org/wiki/Special:FilePath/Jelebi_close.jpg?width=1000
345,Cookbook:Jam Sandwich,"['2 slices of bread', 'Some jam (any flavor)']",https://en.wikibooks.org/wiki/Special:FilePath/Jam_Toast_%283370086670%29.jpg?width=1000
346,Cookbook:Jambalaya I,"['1 bay leaf', '½ teaspoon savory', '½ teaspoon salt', '1 teaspoon dried basil', '1 teaspoon thyme', '1½ teaspoons cumin', '⅓ cup chopped celery', '½ tablespoon butter', '14.5 ounces (411 g ) canned tomatoes , diced or torn apart', '⅔ cup long-grain rice', '1½ cups chicken broth', '2 cups cooked and chopped turkey or chicken', '1 small can of sliced mushrooms (optional), drained']",https://en.wikibooks.org/wiki/Special:FilePath/Jambalaya.JPG?width=1000
347,Cookbook:Jersey Breakfast Dog,"['1 beef hot dog', '1 strip bacon', '1 large egg', '1 slice American or cheddar cheese', '1 bun']",https://en.wikibooks.org/wiki/Special:FilePath/Njbrkfast.jpg?width=1000
348,Cookbook:Jhilinga (Nepalese Rice Fritters),"['Rice flour', 'Water', 'Food coloring (for varieties of color)']",https://en.wikibooks.org/wiki/Special:FilePath/Jhilinga.jpg?width=1000
349,Cookbook:Jigarthanda Milk,"['2 tbsp badam pisin ( almond gum )', '1 cup (250 ml ) water', '25 g Indian sarsaparilla root', '300 ml water', '150 g sugar', '1 ½ L full-fat milk', '¼ cup sugar', '2 tbsp sugar', '3 tbsp khova (milk solids)', '½ cup cream', '1 L full-fat milk', '¼ cup sugar']",https://en.wikibooks.org/wiki/Special:FilePath/HomemadeJigarthanda.jpg?width=1000
350,Cookbook:Ka'ak (Savory Ring-Shaped Biscuit),"['½ cup lukewarm water', '½ cup vegetable oil (preferably canola oil )', '100 g soft margarine or butter', '3 cups wheat flour', '1 tbsp baking powder or dried yeast', '1 tsp light brown sugar', '2 tsp salt', '2 tbsp sesame seeds', '1 tsp black cumin ( Nigella sativa ) (optional)', ""10 g dried marjoram , za'atar or oregano (optional)"", '¾ tsp ground Mahaleb cherry ( Prunus mahaleb ) kernels (optional)', '2 egg yolks (for basting), beaten']",https://en.wikibooks.org/wiki/Special:FilePath/Ka%27ak_bi_ajwa_%D9%83%D8%B9%D9%83_%D8%A8%D8%B9%D8%AC%D9%88%D8%A9.jpg?width=1000
351,Cookbook:Kanachi (Armenian Herb Salad),"['Purple basil', 'Lemon basil', 'Cress', 'Tarragon', 'Radishes', 'Green onions', 'Mint']",https://en.wikibooks.org/wiki/Special:FilePath/%D4%BF%D5%A1%D5%B6%D5%A1%D5%B9%D5%AB_2.JPG?width=1000
352,Cookbook:Kanafeh (Egyptian Sweet Cheese Pastry),"['454 grams kadaif pastry', '340 grams melted butter', '325 grams white sugar', '225 grams mozzarella cheese', '140 grams cream cheese', '2 tbsp lemon juice', '1 tsp rose water', '½ tsp orange blossom water', '84 grams chopped walnuts']",https://en.wikibooks.org/wiki/Special:FilePath/Kanafeh_Nabulsieh.jpg?width=1000
353,Cookbook:Kare-Kare (Oxtail and Vegetables in Peanut Sauce),"['1 pack (1.5–2 lb ) oxtail', '6 cups water', '½ cup annatto seeds for coloring', '3 eggplants', '1 lb string beans', '1 banana blossom', '1 head garlic , chopped', '1 onion , sliced', '¼ cup cooking oil', '1 cup ground peanuts', '1 cup toasted ground rice']",https://en.wikibooks.org/wiki/Special:FilePath/Mac_MG_5939.jpg?width=1000
354,Cookbook:Karelian Pasties (Karjalanpiirakat),"['500 ml boiling water', '300 ml short-grain white rice', '900 ml milk', '1½ tsp salt', '200 ml cold water', '1½ tsp salt', '350 ml rye flour', '150 ml wheat flour', '100 ml milk', '50 g butter', '50 g butter, softened', '2 hard-boiled eggs , chopped', '¼ tsp salt (optional)', '½ can (125 g) cottage cheese (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Karjalanpiirakka-20060227.jpg?width=1000
355,Cookbook:Kari Ayam (Indonesian Chicken Curry),"['1 lb (450 g ) boneless, skinless chicken parts', '5 Asian shallots , sliced (or ½ cup chopped onions )', '2 cloves garlic , minced', '1 tsp ginger , minced or grated', '1 tsp lemongrass , minced or grated', '6 kimiri (candlenuts), ground', '2 salam leaves (Indonesian bay leaves)', '4 kaffir lime leaves', '½ tsp turmeric root , ground or grated', '½ tsp galangal root , ground or grated', '1 cup (240 ml ) coconut milk', '½ tsp salt (or to taste)', '2 tbsp gula jawa', '2 tbsp cooking oil', '2 hot chiles (optional)', '¼ tsp terasi (fermented shrimp paste)']",https://en.wikibooks.org/wiki/Special:FilePath/Kari_ayam_di_Makassar.JPG?width=1000
356,Cookbook:Kasnocken (Austrian Cheese Dumplings),"['¼ L water', '2 eggs', '1 cup (300 g ) all-purpose flour', '¼ cup (70 g) butter', '120 g fatty cheese plus 120 g low-fat cheese OR 250 g Pinzgauer Bierkäse cheese', 'Salt', 'Pepper', '1 big onion , cut into rings', '1 bunch of chives , finely chopped']",https://en.wikibooks.org/wiki/Special:FilePath/Kasnocken.JPG?width=1000
357,Cookbook:Kedgeree (Rice and Smoked Fish),"['1–2 cups Basmati or long-grain white rice (see notes)', '2–4 cups decent quality low-sodium chicken stock', '1 bay leaf', '500 g (1 lb ) smoked haddock', '3 medium shallots or 1 medium onion , chopped fairly fine', 'Liberal amounts of unsalted butter', 'As much garlic as you can handle, minced or put through a garlic press', '6 hard boiled eggs , chopped fairly fine', 'At least 3 tsp of prepared English mustard (1½ tsp of dry mustard)', 'Enough finely-chopped parsley or cilantro to add interest and colour', 'Fresh-ground pepper', 'Curry powder (optional)', 'Heavy cream', 'Salt']",https://en.wikibooks.org/wiki/Special:FilePath/Kedgeree.jpg?width=1000
358,Cookbook:Kesra (Algerian Semolina Flatbread),"['450 g fine semolina', '1 tbsp salt', '240 g warm water', '30 g sunflower oil']",https://en.wikibooks.org/wiki/Special:FilePath/Khobz_Kesra_alg%C3%A9rien.jpg?width=1000
359,Cookbook:Key Lime Meringue Pie,"['1 fully-baked 9- inch (25 cm / 9 oz ) graham cracker or pastry pie shell', '1 can (14 oz / 400 g ) sweetened condensed milk', '½ cup fresh Key lime juice', '4 egg yolks', '4 egg whites', '½ cup caster sugar']",https://en.wikibooks.org/wiki/Special:FilePath/Key_limepie.jpg?width=1000
360,Cookbook:Khaman Dhokla (Steamed Gram Bread),"['½ tsp oil', '1 cup Bengal gram flour', '1 ½ tbsp semolina flour', '3½ tsp white granulated sugar', '1 tsp ginger and green chile paste', 'Salt to taste', '1 ½ tsp fruit salt', '1 tsp oil', '2–3 curry leaves', '½ tsp mustard seeds', '½ tsp sesame seeds', '2 green chiles, chopped', '1 pinch of asafoetida powder', '2 tbsp chopped coriander leaves']",https://en.wikibooks.org/wiki/Special:FilePath/Khaman_dhokla.jpg?width=1000
361,Cookbook:Khandvi (Rolled Chickpea Noodles),"['½ cup besan (gram/chickpea flour)', '1 cup buttermilk (light variety if available, otherwise dilute with a 4 tablespoons of water)', '1 teaspoon ground ginger', '½ teaspoon turmeric', '½ teaspoon red chilli powder', 'Salt to taste', '1 ½ teaspoons mustard seeds', '1 teaspoon sesame seeds', '15–20 curry leaves , slivered', '1 jalapeño , very finely diced', '1–2 tablespoons grated coconut']",https://en.wikibooks.org/wiki/Special:FilePath/Khandvi.jpg?width=1000
362,Cookbook:Khara Pongal (Rice and Mung Bean Porridge),"['½ cup white rice', '½ cup moong dhal', '3 cups water', '½ tablespoon turmeric powder', '¼ cup chopped cashew nuts', '10 curry leaves', '1 tablespoon coarsely-ground black pepper', '1 tablespoon cumin seeds', '2 green chillies , split lengthwise', '1 tablespoon oil', '1 tablespoon ghee (or substitute butter )', '½ tablespoon mustard seed', 'Salt to taste']",https://en.wikibooks.org/wiki/Special:FilePath/Aesthetic_Ven_Pongal.jpg?width=1000
363,Cookbook:Khubz Muluwah (Yemenite Layered Flatbread),"['4 cup of all-purpose wheat flour', '2¼ cup of water', '1 tbsp salt', '200 g ghee or melted butter', '3 tbsp black cumin ( Nigella sativa )']",https://en.wikibooks.org/wiki/Special:FilePath/%D8%AE%D8%A8%D8%B2_%D9%85%D9%84%D9%88%D8%AD.jpg?width=1000
364,Cookbook:Kilishi (Nigerian Beef Jerky),"['250–300 g beef , trimmed of fat and sliced very thin', '¼ tsp salt', '1 small piece (about 1 inch) fresh ginger', '3 cloves garlic', '1 stock cube', '1 tsp ground cloves', '2–3 tbsp water (as needed)', '1 tsp dried cayenne pepper seeds', '1 tsp suya spice']",https://en.wikibooks.org/wiki/Special:FilePath/%22Kilishi%22.JPG?width=1000
365,Cookbook:Kitfo (Ethiopian Minced Raw Meat),"['500 grams (1 lb ) lean beef , finely minced', '2 tablespoons clarified butter or olive oil', '1 tablespoon mitmita spice blend', '1 tablespoon spiced clarified butter (optional)', '1 teaspoon salt , or to taste', '1 teaspoon ground black pepper', '1 teaspoon berbere spice blend', 'Injera , for serving', 'Collard greens , blanched and chopped , for serving (optional)', 'Ayib (Ethiopian cheese), crumbled, for serving (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Kitfo.jpg?width=1000
366,Cookbook:Koeksisters (Fried Braided Pastry in Syrup),"['1 kg white granulated sugar', '500 ml (2 cups ) water', '3 cm long piece of fresh ginger , peeled and bruised OR 2–3 sticks of cinnamon (optional)', '1 ml ( pinch ) cream of tartar', '1 pinch of salt', '2 ½ tsp lemon juice', '240 g all-purpose flour', '4 tsp (20 ml) baking powder', '1 pinch of salt', '2 tbsp (30 ml) butter', '125 ml (½ cup ) buttermilk OR soured milk OR water mixed with lemon juice']",https://en.wikibooks.org/wiki/Special:FilePath/Koeksisters.JPG?width=1000
367,Cookbook:Koesisters with Coconut,"['6 cups (700 g ) cake flour', '1 tablespoon castor sugar', '1 teaspoon baking powder', '3 teaspoon ground cinnamon', '2 tablespoon ground ginger', '2 teaspoon ground aniseed', '1 teaspoon ground cardamom', '1 teaspoon salt', '10 g instant yeast', '1 tablespoon dried and ground tangerine peel (optional; can use orange zest instead)', '250 ml lukewarm milk', '100 g butter or margarine', '1 egg , beaten', 'About 2 cups lukewarm water', 'Oil for deep frying', '5 pieces cinnamon stick', '1 cup sugar', '2 cups water', '1 cup desiccated coconut']",https://en.wikibooks.org/wiki/Special:FilePath/Koesisters_Cape_Malay_South_Africa.jpg?width=1000
368,Cookbook:Koko da Kosai (Fermented Corn Porridge and Bean Fritters),"['1 cup millet grains (also known as jiƙo )', '2 cups water (for mixing)', '2–3 cups boiling water (for cooking)', '½ teaspoon ground ginger ( citta )', '½ teaspoon ground cloves ( kanumfari )', '¼ teaspoon black pepper or chile powder (optional)', '½ teaspoon potash ( kanwa ; optional)', 'Sugar (optional)', 'Powdered milk (optional)', '1 cup black-eyed peas ( wake ), soaked overnight and peeled', '½ medium onion , finely chopped', '1–2 fresh chili peppers , chopped (or to taste)', 'Salt', 'Water', 'Vegetable oil']",https://en.wikibooks.org/wiki/Special:FilePath/Kunu_da_kosai.png?width=1000
369,Cookbook:Koshari (Egyptian Rice with Pasta and Lentils),"['1 cup uncooked rice', '1 cup dried lentils', '1 cup small macaroni or short pasta', '1 can (400 grams ) chopped tomatoes', '3 tablespoons tomato paste', '2 tablespoons vegetable oil', '1 large onion , thinly sliced', '4 cloves garlic , minced', '1 teaspoon ground cumin', '1 teaspoon ground cinnamon', 'Salt to taste', 'Black pepper to taste', 'Chile powder (optional, for added spice)', 'Fresh parsley or cilantro , chopped (for garnish)']",https://en.wikibooks.org/wiki/Special:FilePath/Egyptian_food_Koshary.jpg?width=1000
370,Cookbook:Kubaneh (Yemenite Pull-Apart Bread),"['1 tsp salt', '2½–3 cups lukewarm water (or enough for kneading dough)', '1 tsp dried yeast', '3 tsp white granulated sugar', '3 cups white, all-purpose wheat flour (optional: try using some sorghum flour)', '2 tbsp vegetable oil or other fat', '1 tsp black cumin ( Nigella sativa ; optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Kubaneh_bread.jpg?width=1000
371,Cookbook:Kuih Bakul (Malaysian Sweet Browned Rice Cake),"['250 g sticky/glutinous rice flour , sifted', '250 ml water', '280 g white granulated sugar']",https://en.wikibooks.org/wiki/Special:FilePath/Nian_gao_2_%28cropped%29.jpg?width=1000
372,Cookbook:Kuih Lapis (Malaysian Layered Steamed Confection),"['1 cup all-purpose flour', '1 cup cornstarch', '½ cup granulated white sugar', '4 cups medium-thick coconut milk', '1 tsp salt', 'Food coloring as desired']",https://en.wikibooks.org/wiki/Special:FilePath/Kue_lapis_-_driekleur_en_rozen.jpg?width=1000
373,Cookbook:Kuku Sabzi with Potato Slices,"['4 large eggs', 'Salt to taste', 'Ground pepper to taste', '1 pinch ground nutmeg', '2 tbsp milk', '1 russet potato , sliced', '2 tbsp butter or olive oil', '¼ tsp paprika', '½ large onion , thinly sliced', '½ bunch fresh cilantro , finely chopped', '1 stalk fresh leek , finely chopped', '½ bunch fresh dill , finely chopped', '1 tbsp finely chopped dried fenugreek leaves']",https://en.wikibooks.org/wiki/Special:FilePath/Tortilla_espa%C3%B1ola_kuku_sabzi_hybrid.jpg?width=1000
374,Cookbook:Kuli-kuli,"['6 cups (750 g ) peanuts', 'Water', '2 tablespoons sugar', '½–1 teaspoon salt or to taste', '½ onion (optional), puréed', '2 garlic cloves (optional), crushed', '1 tablespoon chili paste (optional)', '1 teaspoon ground ginger (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/A_transparent_bowl_of_kuli_kuli.jpg?width=1000
375,Cookbook:Kunafa Bil Ashta (Egyptian Clotted Cream Pastry),"['1 package (450 grams) kataifi pastry', '1 cup ghee or melted butter', '2 cups granulated sugar', '1 cup water', '1 tablespoon lemon juice', '2 cups ashta (similar to clotted cream )', 'Crushed pistachios or almonds for garnish']",https://en.wikibooks.org/wiki/Special:FilePath/Kunafa.jpg?width=1000
376,Cookbook:Kunun Tsamiya (Nigerian Powdered Millet and Tsamiya Drink),"['1 tablespoon cloves', '1 handful dried ginger', '1 tier (16 cups ) millet', 'A few pieces of dried pepper', '1 cup water', 'Tamarind', 'Sugar']",https://en.wikibooks.org/wiki/Special:FilePath/02_Tamarind_drink.jpg?width=1000
377,Cookbook:Kuwese U Logo (Nigerian Fried Cassava),"['Cassava', 'Pepper', 'Groundnut oil', 'Salt to taste']",https://en.wikibooks.org/wiki/Special:FilePath/Assiette_de_cassaves_frites.jpg?width=1000
378,Cookbook:Kwek-Kwek (Deep-Fried Quail Eggs),"['Hard-cooked quail eggs , peeled', '1 cup water', '1 cup all-purpose flour', 'Orange food coloring or annatto', 'Vegetable oil']",https://en.wikibooks.org/wiki/Special:FilePath/05223jfPhilippine_cuisine_dishes_Bulacafvf_10.jpg?width=1000
379,Cookbook:Kyopulo (Eggplant with Peppers and Tomatoes),"['2–3 aubergines', '4–5 bell peppers', '2–3 tomatoes , diced or grated', '3–4 cloves garlic , crushed', 'Sunflower oil', 'Vinegar', 'Salt', 'Parsley , finely chopped']",https://en.wikibooks.org/wiki/Special:FilePath/Kyopoolu_bg.jpg?width=1000
380,Cookbook:Kyselo (Czech Sourdough Mushroom Soup),"['Potatoes', '100 g sourdough starter, ideally made with rye flour', '15 g dried porcini mushrooms , preferably Central European', '1 tablespoon caraway seeds', '1250 ml water', '1 onion , chopped', '20 g butter', '3 chicken eggs', 'Salt', 'Vinegar', 'Chopped green herbs , such as parsley or scallion']",https://en.wikibooks.org/wiki/Special:FilePath/Krkono%C5%A1sk%C3%A9_kyselo.jpg?width=1000
381,Cookbook:Käsekrainer (Austrian Sausage with Accompaniments),"['Käsekrainer sausage', 'Any of the following accompaniments: White bread Black bread Bread roll Baguette Pickled cucumber Pickled peppers [ clarification needed ] Cocktail onions 1–2 onions , sliced 1 horseradish root, grated Ketchup Mustard Cocktail sauce Barbecue sauce Curry', 'White bread', 'Black bread', 'Bread roll', 'Baguette', 'Pickled cucumber', 'Pickled peppers [ clarification needed ]', 'Cocktail onions', '1–2 onions , sliced', '1 horseradish root, grated', 'Ketchup', 'Mustard', 'Cocktail sauce', 'Barbecue sauce', 'Curry', 'White bread', 'Black bread', 'Bread roll', 'Baguette', 'Pickled cucumber', 'Pickled peppers [ clarification needed ]', 'Cocktail onions', '1–2 onions , sliced', '1 horseradish root, grated', 'Ketchup', 'Mustard', 'Cocktail sauce', 'Barbecue sauce', 'Curry', 'Cook the sausage by boiling, baking, or grilling at medium heat for approximately 8 minutes.', 'If desired, cut the sausage in two or into small pieces', 'Serve sausage with the accompaniments. Sauces can be placed on top of the sausage or served on the side.']",https://en.wikibooks.org/wiki/Special:FilePath/Kaesekrainer_and_accompaniment.JPG?width=1000
382,User:L293D/sandbox,"['130 grams of almond powder', '130 grams of butter, softened', '130 grams of powdered sugar', '300 grams flour', '2 eggs', '1 tablespoon vanilla extract', '2 teaspoons ground cinnamon', '1/2 teaspoon salt']",https://en.wikibooks.org/wiki/Special:FilePath/CookieCuttersAl.jpg?width=1000
383,Cookbook:Lady Finger Cookies (Savoiardi),"['400 g self raising flour', '1 tsp baking powder', '1 cup white sugar', '1 cup oil', '4 eggs', 'the juice of 2 lemons', 'Powdered sugar', 'Pure vanilla extract']",https://en.wikibooks.org/wiki/Special:FilePath/Bizcochos_de_soletilla.jpg?width=1000
384,Cookbook:Lahoh (Spongy Flatbread) I,"['3 tbsp semolina', '2½ cups lukewarm water, divided', '1 cup cold water', '3 cup of wheat flour or sorghum flour', '1 tsp rock salt', '2 tsp dried yeast', 'Dab of margarine or vegetable oil for greasing pan']",https://en.wikibooks.org/wiki/Special:FilePath/LahohS.jpg?width=1000
385,Cookbook:Lancashire Corned Beef Hash,"['4–5 potatoes , chunked', '1 large onion , chopped', '1 can corned beef', '1 carrot (optional), chopped', 'Water', 'Salt to taste', 'White pepper to taste', '1 pinch tarragon (optional)', '1 pinch oregano (optional)', 'Worcestershire sauce (optional)', '1 small bay leaf (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Corned_beef_hash_at_the_Creamery_%28Nina%27s_breakfast%29.jpg?width=1000
386,Cookbook:Lancashire Hotpot,"['2 lb (900 g ) neck of lamb or mutton', '2 large potatoes , sliced', '1 large or 2 small white onion s, diced', 'Choice of mixed herbs', '500 ml boiling water']",https://en.wikibooks.org/wiki/Special:FilePath/Lancashire_Hotpot_square.jpg?width=1000
387,Cookbook:Lancashire Parkin,"['340 g (1 ½ cups / 12 oz ) self-raising flour', '340 g (1 ½ cups / 12 oz) oatmeal', '220 g (1 cup or 8 oz) caster sugar', '1 tbsp powdered ginger', '1 tsp bicarbonate of soda (optional)', ""440 g (2 cups / 16 oz / 1 lb ) tin golden syrup (Tate & Lyle's brand preferred)"", '220 g (1 cup / 8 oz) hard margarine']",https://en.wikibooks.org/wiki/Special:FilePath/Lancashire_Parkin_5022.JPG?width=1000
388,Cookbook:Lapis Legit (Many-Layered Spiced Cake),"['10 whole cloves , ground', '10 cardamom seeds, ground', '2 teaspoon nutmeg powder', '1 teaspoon cinnamon powder', '1 teaspoon vanilla powder', '10 egg yolks', '4 egg whites', '125 g castor sugar', '195 g sweetened condensed milk', '500 g butter', '125 g cake flour']",https://en.wikibooks.org/wiki/Special:FilePath/Spekkoek_naturel_en_pandan.jpg?width=1000
389,Cookbook:Latino Scramble,"['6 eggs', '1 large onion , finely chopped', '1 large tomato , diced', '6 ham slices, chopped', '100 g grated mozzarella cheese', '1 tablespoon butter', 'Salt', 'Pepper', 'Tabasco sauce', '1 tablespoon ketchup', '15 oz (425 g) sweet corn']",https://en.wikibooks.org/wiki/Special:FilePath/Latino_Scramble.jpg?width=1000
390,Cookbook:Leben (Middle Eastern Sour Milk),"['1 gallon homogenized whole milk', '1 cup unflavored (plain) yogurt', '1 quart half and half cream (optional)', '1 teaspoon citric acid (optional)', '1 teaspoon sugar (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Lben_1_cropped.jpg?width=1000
391,Cookbook:Lefse (Norwegian Potato Flatbread),"['8 cups boiled and mashed russet potatoes , still hot', '½ cup melted butter', '3 cups unbleached flour', '2 tablespoons granulated sugar', '2 teaspoons salt', '1 cup cream']",https://en.wikibooks.org/wiki/Special:FilePath/Lefse_on_a_griddle.jpg?width=1000
392,Cookbook:Lemon Meringue Pie (American),"['1½ cups (360 ml ) cold water', '1 cup (240 g ) white granulated sugar', '2 tablespoons all-purpose flour', '3 tablespoons cornstarch', '¼ teaspoon salt', '½ cup (120 ml) lemon juice (from about 2 lemons or bottled lemon juice)', '1 tablespoon lemon zest (from about 2 lemons)', '2 tablespoons butter', '4 egg yolks , beaten', '⅛ teaspoon ground turmeric', '4 egg whites', '¼ teaspoon cream of tartar', '6 tablespoons white granulated sugar']",https://en.wikibooks.org/wiki/Special:FilePath/Lemon_Meringue_Pie_1.jpg?width=1000
393,Cookbook:Lemon Mille-feuille,"['375 g (12 oz ) ready-made puff pastry', '1 egg , beaten', '2 level tablespoons icing sugar', '3 egg yolks', '1 whole egg', '75 g (4 Tbsp) castor sugar', '275 ml (1¼ cups ) milk', '40 g (4 Tbsp) plain (all-purpose) flour', '3 large lemons , zested and juiced']",https://en.wikibooks.org/wiki/Special:FilePath/Mille-feuille_01.jpg?width=1000
394,Cookbook:Lemon Pickle I,"['12 small or 6 large lemons (thin skins preferred)', '1 large or 2 small lemons, juiced', '½ cup salt', '¼ cup red chile powder', '½ cup sugar', '3 tsp turmeric powder', '1 tsp fenugreek seed', '1 tsp black mustard seed', '¼ tsp asafoetida powder (omit for gluten-free version)']",https://en.wikibooks.org/wiki/Special:FilePath/Lemon_Pickle.jpg?width=1000
395,Cookbook:Lemon Pickle II,"['8 small or 4 large lemons', '½ cup salt', '¼–½ cup sugar', '4 small green chiles , finely chopped', '1 tablespoon yellow mustard seed', '1 tablespoon ground ginger', '1 teaspoon fenugreek seed', '¼ teaspoon turmeric powder', '1–2 star anise pods']",https://en.wikibooks.org/wiki/Special:FilePath/Lemon_pickle_star_anise.jpg?width=1000
396,Cookbook:Lemon Poppy Seed Muffins (Glazed),"['⅓ cup (80 ml ) milk', '¼ cup (60 ml) vegetable oil', '⅔ cup (160 ml) nonfat lemon yogurt', '1 egg', '1 ¾ cups (300 g ) all-purpose flour', '¼ cup (60 g) white granulated sugar', '2 tbsp poppy seeds', '1 tbsp lemon zest', '¼ tsp lemon extract', '2½ tsp baking powder', '½ tsp baking soda', '½ tsp salt', ""½ cup (120 g) confectioners' sugar"", '2 ½ tsp lemon juice']",https://en.wikibooks.org/wiki/Special:FilePath/Lemon_Poppy_Seed_Muffins_Glazed_In_Box.jpg?width=1000
397,Cookbook:Lentil Burgers,"['1½ cups dried lentils , picked through', '3–4 cups water or vegetable stock', '1 tbsp garlic salt', '1 tbsp butter', '1 tsp olive oil', '1 medium to large carrot , finely diced', '1 stalk celery , finely diced', '2 tbsp minced onion', '4 tbsp dried parsley', '1–2 tbsp Worcestershire sauce', '2 whole eggs', '¼–1 cup plain or Italian bread crumbs', 'Salt to taste', 'Pepper to taste']",https://en.wikibooks.org/wiki/Special:FilePath/Lentil_burger.jpg?width=1000
398,Cookbook:Liberian Chicken Gravy,"['3 lb chicken , cut into medium pieces', 'Salt to taste', 'Ground red or black pepper to taste', '2 tablespoons chicken bouillon cube', '2 medium-size onions , neatly chopped', '4 fresh tomatoes', '4 medium-size red bell pepper', '5 cloves of garlic', '½ cup basil and parsley', '½ cup vegetable oil', '2 tablespoons tomato paste', '2 lb any type of dried fish steak of your choice, cleaned', 'Smoked paprika (optional)', '1 teaspoon ginger powder', '1 teaspoon cayenne pepper', '2 medium-size habanero pepper , neatly chopped', '1 pound large shrimp , cleaned']",https://en.wikibooks.org/wiki/Special:FilePath/Chicken_Gravy_02.jpg?width=1000
399,Cookbook:Liverpool Lamb and Vegetable Soup (Scouse),"['A cheap cut of lamb or mutton (such as breast or forequarter)', 'A little oil', 'Onions , chopped', 'Carrots , chopped', 'Water or meat stock', 'Potatoes , diced']",https://en.wikibooks.org/wiki/Special:FilePath/Posh_Scouse_at_Liverpool_Maritime_Museum_-_Flickr_-_Radarsmum67.jpg?width=1000
